Publisher,Dataset Count
"""ศูนย์กสิกรรมธรรมชาติพืชคอนโดฯ 9 ชั้น"" หมู่ 6 ตำบลช่องไม้แก้ว อำเภอทุ่งตะโก จังหวัดชุมพร",2
บ้านบางกระดาน หมู่ที่ 4 ตำบลบางปิด อำเภอแหลมงอบ จังหวัดตราด,2
บ้านหนองกกยุง หมู่ 10 ต.โดด อ.โพธิ์ศรีสุวรรณ จ.ศรีสะเกษ,2
คณะแพทย์ศาสตร์ ศิริราชพยาบาล,2
รพ.เวิล์ดเมดดิคอลเซนเตอร์,2
ภาควิชาจักษุวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล,2
ศูนย์วิจัยเพื่อความเป็นเลิศด้านการ สร้างภาพระดับโมเลกุล ภาควิชารังสีเทคนิค คณะเทคนิคการแพทย์ มหาวิทยาลัยเชียงใหม่,2
ภาควิชาชีววิทยา คณะวิทยาศาสตร์ มหาวิทยาลัยเชียงใหม่ 239 ถนนห้วยแก้ว ต.สุเทพ อ.เมือง จ.เชียงใหม่ 50200,2
ภาควิชาเภสัชวินิจฉัย คณะเภสัชศาสตร์ ม.มหิดล,2
แขนงวิชาสารสนเทศศาสตร์ สาขาวิชาศิลปศาสตร์ มหาวิทยาลัยสุโขทัยธรรมาธิราช,2
ภาควิชาวิศวกรรมโยธา คณะวิศวกรรมศาสตร์ มหาวิทยาลัยนเรศวร 99 หมู่ 9 ตำบลท่าโพธิ์ อำเภอเมือง จังหวัดพิษณุโลก 65000,2
ภาควิชาการศึกษา คณะศึกษาศาสตร์  มหาวิทยาลัยเกษตรศาสตร์,2
บริษัท อาปิโก ไอทีเอส จำกัด,2
ศูนย์เทคโนโลยีอิเล็กทรอนิกส์และคอมพิวเตอร์แห่งชาติ  /มูลนิธิเพื่อการวิจัยและพัฒนาระบบยา,2
คณะเทคโนโลยีอุตสาหกรรม มหาวิทยาลัยราชภัฏกำแพงเพชร,2
โรงเรียนบ้านหนองบัวแดง อำเภอเมือง จังหวัดเชียงราย,2
เกษตรกรบ้านนาโดน จ.นครพนม,2
เกษตรกร อ.เทพสถิต จ.ชัยภูมิ,2
สวนผักหวานป่า อ.บ้านหมอ จ.สระบุรี,2
อ.เมือง จ.พิษณุโลก,2
บ้านพอเพียง จ.ปทุมธานี,2
69/1 หมู่ 4 ตำบลไร่ใหม่พัฒนา อำเภอชะอำ จังหวัดเพชรบุรี,2
Muséum d'Histoire naturelle de Grenoble,2
Station d'Ecologie de Lamto,2
FluxNet; University of Arizona,2
FluxNet; The University of British Columbia,2
FluxNet; NOAA/ARL,2
FluxNet; Smithsonian Environmental Research Center; University of Central Florida,2
FluxNet; Ohio State University; Virginia Commonwealth University,2
FluxNet; The Ohio State University,2
FluxNet; University of Innsbruck,2
FluxNet; University of Western Australia; Charles Darwin University; Monash University,2
FluxNet; CSIRO,2
FluxNet; IGSNRR Chinese Academy of Sciences,2
"FluxNet; University of Goettingen, Bioclimatology",2
FluxNet; Technical University of Denmark (DTU),2
FluxNet; University of Helsinki,2
FluxNet; CNRS,2
FluxNet; Edmund Mach Foundation,2
FluxNet; Max-Planck Institute for Biogeochemistry,2
FluxNet; University of Technology Sydney,2
FluxNet; Monash University,2
"FluxNet; Karlsruhe Institute of Technology, IMK-IFU",2
"FluxNet; IBG-3 Agrosphäre, Research Centre Jülich GmbH",2
FluxNet; Aarhus University,2
FluxNet; Universidad de Granada,2
FluxNet; Nagoya University,2
ภาควิชาการพยาบาลสาธารณสุข คณะสาธารณสุขศาสตร์ มหาวิทยาลัยมหิดล,2
สถานที่ปรึกษาอุตสาหกรรมอาหาร ภูมิภาคอาเซียน-อเมริกา มหาวิทยาลัยนเรศวร,2
หน่วยปฏิบัติการวิจัยอุปกรณ์รับรู้ ภาควิชาเคมี คณะวิทยาศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,2
หน่วยปฏิบัติการวิจัยอุปกรณ์รับรู้ ภาควิชาเคมี  คณะวิทยาศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,2
เลขที่ 50 ซ.กาญจนาภิเษก 8 แยก 10 บางแค กรุงเทพฯ 10160,2
โรงเรียนจุฬาภรณราชวิทยาลัย ปทุมธานี,2
วิทยาลัยการอาชีพอู่ทอง,2
